rank,university,country,raw_name,canonical_name,cluster
50,Karolinska Institute,Sweden,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
50,Karolinska Institute,Sweden,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
50,Karolinska Institute,Sweden,Biostatistics,Statistics,Mathematics
51,Heidelberg University,Germany,Biochemistry,Biochemistry,Chemistry
51,Heidelberg University,Germany,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
51,Heidelberg University,Germany,Chemistry,Chemistry,Chemistry
51,Heidelberg University,Germany,Computer Science,Computer Science,CS & AI
51,Heidelberg University,Germany,Earth Sciences,Earth Sciences,Earth & Environmental Sciences
51,Heidelberg University,Germany,Mathematics,Mathematics,Mathematics
51,Heidelberg University,Germany,Physics,Physics,Physics & Astronomy
51,Heidelberg University,Germany,Statistics,Statistics,Mathematics
51,"University of Minnesota, Twin Cities",US,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
51,"University of Minnesota, Twin Cities",US,Bioinformatics & Computational Biology,Bioinformatics,Computational Biology & Bioinformatics
51,"University of Minnesota, Twin Cities",US,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
51,"University of Minnesota, Twin Cities",US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
51,"University of Minnesota, Twin Cities",US,Chemistry,Chemistry,Chemistry
51,"University of Minnesota, Twin Cities",US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
51,"University of Minnesota, Twin Cities",US,Computer Science,Computer Science,CS & AI
51,"University of Minnesota, Twin Cities",US,Data Science,Data Science,CS & AI
51,"University of Minnesota, Twin Cities",US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
51,"University of Minnesota, Twin Cities",US,Industrial Engineering,Industrial Engineering,Engineering – Other
51,"University of Minnesota, Twin Cities",US,Materials Science,Materials Science,Engineering – Chemical & Materials
51,"University of Minnesota, Twin Cities",US,Mathematics,Mathematics,Mathematics
51,"University of Minnesota, Twin Cities",US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
51,"University of Minnesota, Twin Cities",US,Physics,Physics,Physics & Astronomy
51,"University of Minnesota, Twin Cities",US,Statistics,Statistics,Mathematics
53,University of British Columbia,Canada,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
53,University of British Columbia,Canada,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
53,University of British Columbia,Canada,Chemical & Biological Engineering,Chemical Engineering,Engineering – Chemical & Materials
53,University of British Columbia,Canada,Chemistry,Chemistry,Chemistry
53,University of British Columbia,Canada,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
53,University of British Columbia,Canada,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
53,University of British Columbia,Canada,Computer Science,Computer Science,CS & AI
53,University of British Columbia,Canada,Data Science,Data Science,CS & AI
53,University of British Columbia,Canada,Electrical & Computer Engineering,Electrical Engineering,Engineering – Electrical & Computer
53,University of British Columbia,Canada,Mining Engineering,Engineering (General),Engineering – Other
53,University of British Columbia,Canada,Materials Engineering,Materials Science,Engineering – Chemical & Materials
53,University of British Columbia,Canada,Mathematics,Mathematics,Mathematics
53,University of British Columbia,Canada,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
53,University of British Columbia,Canada,Physics & Astronomy,Physics,Physics & Astronomy
53,University of British Columbia,Canada,Statistics,Statistics,Mathematics
53,University of Illinois Urbana-Champaign (UIUC),US,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
53,University of Illinois Urbana-Champaign (UIUC),US,Bioengineering,Biomedical Engineering,Engineering – Biomedical
53,University of Illinois Urbana-Champaign (UIUC),US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
53,University of Illinois Urbana-Champaign (UIUC),US,Chemistry,Chemistry,Chemistry
53,University of Illinois Urbana-Champaign (UIUC),US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
53,University of Illinois Urbana-Champaign (UIUC),US,Computational Science & Engineering,Computational Science,CS & AI
53,University of Illinois Urbana-Champaign (UIUC),US,Computer Science,Computer Science,CS & AI
53,University of Illinois Urbana-Champaign (UIUC),US,Data Science,Data Science,CS & AI
53,University of Illinois Urbana-Champaign (UIUC),US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
53,University of Illinois Urbana-Champaign (UIUC),US,Industrial Engineering,Industrial Engineering,Engineering – Other
53,University of Illinois Urbana-Champaign (UIUC),US,Materials Science & Engineering,Materials Science,Engineering – Chemical & Materials
53,University of Illinois Urbana-Champaign (UIUC),US,Mathematics,Mathematics,Mathematics
53,University of Illinois Urbana-Champaign (UIUC),US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
53,University of Illinois Urbana-Champaign (UIUC),US,"Nuclear, Plasma & Radiological Engineering",Nuclear Engineering,Engineering – Other
53,University of Illinois Urbana-Champaign (UIUC),US,Physics,Physics,Physics & Astronomy
53,University of Illinois Urbana-Champaign (UIUC),US,Statistics,Statistics,Mathematics
55,"University of Maryland, College Park",US,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
55,"University of Maryland, College Park",US,Bioengineering,Biomedical Engineering,Engineering – Biomedical
55,"University of Maryland, College Park",US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
55,"University of Maryland, College Park",US,Chemistry,Chemistry,Chemistry
55,"University of Maryland, College Park",US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
55,"University of Maryland, College Park",US,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
55,"University of Maryland, College Park",US,Computer Science,Computer Science,CS & AI
55,"University of Maryland, College Park",US,Data Science,Data Science,CS & AI
55,"University of Maryland, College Park",US,Atmospheric & Oceanic Science,Earth Sciences,Earth & Environmental Sciences
55,"University of Maryland, College Park",US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
55,"University of Maryland, College Park",US,Materials Science & Engineering,Materials Science,Engineering – Chemical & Materials
55,"University of Maryland, College Park",US,Mathematics,Mathematics,Mathematics
55,"University of Maryland, College Park",US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
55,"University of Maryland, College Park",US,Physics,Physics,Physics & Astronomy
55,"University of Maryland, College Park",US,Statistics,Statistics,Mathematics
56,National University of Singapore (NUS),Singapore,Quantitative Finance,Applied Mathematics,Mathematics
56,National University of Singapore (NUS),Singapore,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
56,National University of Singapore (NUS),Singapore,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
56,National University of Singapore (NUS),Singapore,Chemistry,Chemistry,Chemistry
56,National University of Singapore (NUS),Singapore,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
56,National University of Singapore (NUS),Singapore,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
56,National University of Singapore (NUS),Singapore,Computer Science,Computer Science,CS & AI
56,National University of Singapore (NUS),Singapore,Data Science & Analytics,Data Science,CS & AI
56,National University of Singapore (NUS),Singapore,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
56,National University of Singapore (NUS),Singapore,Industrial & Systems Engineering,Industrial Engineering,Engineering – Other
56,National University of Singapore (NUS),Singapore,Materials Science,Materials Science,Engineering – Chemical & Materials
56,National University of Singapore (NUS),Singapore,Mathematics,Mathematics,Mathematics
56,National University of Singapore (NUS),Singapore,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
56,National University of Singapore (NUS),Singapore,Physics,Physics,Physics & Astronomy
56,National University of Singapore (NUS),Singapore,Statistics,Statistics,Mathematics
56,Utrecht University,Netherlands,Molecular & Cellular Life Sciences,Biochemistry,Chemistry
56,Utrecht University,Netherlands,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
56,Utrecht University,Netherlands,Chemistry,Chemistry,Chemistry
56,Utrecht University,Netherlands,Computational Sciences,Computational Science,CS & AI
56,Utrecht University,Netherlands,Computer Science,Computer Science,CS & AI
56,Utrecht University,Netherlands,Geosciences,Earth Sciences,Earth & Environmental Sciences
56,Utrecht University,Netherlands,Mathematics,Mathematics,Mathematics
56,Utrecht University,Netherlands,Cognitive Neuroscience,Neuroscience,Computational Biology & Bioinformatics
56,Utrecht University,Netherlands,Physics,Physics,Physics & Astronomy
56,Utrecht University,Netherlands,Statistics,Statistics,Mathematics
58,UT Southwestern Medical Center,US,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
58,UT Southwestern Medical Center,US,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
58,UT Southwestern Medical Center,US,Biostatistics,Statistics,Mathematics
58,University of Geneva,Switzerland,Astrophysics,Astrophysics,Physics & Astronomy
58,University of Geneva,Switzerland,Bioinformatics & Computational Biology,Bioinformatics,Computational Biology & Bioinformatics
58,University of Geneva,Switzerland,Chemistry,Chemistry,Chemistry
58,University of Geneva,Switzerland,Computer Science,Computer Science,CS & AI
58,University of Geneva,Switzerland,Data Science,Data Science,CS & AI
58,University of Geneva,Switzerland,Earth & Environmental Sciences,Earth Sciences,Earth & Environmental Sciences
58,University of Geneva,Switzerland,Mathematics,Mathematics,Mathematics
58,University of Geneva,Switzerland,Physics,Physics,Physics & Astronomy
58,University of Geneva,Switzerland,Statistics,Statistics,Mathematics
60,Université Paris Cité,France,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
60,Université Paris Cité,France,Chemistry,Chemistry,Chemistry
60,Université Paris Cité,France,Computer Science,Computer Science,CS & AI
60,Université Paris Cité,France,Data Science,Data Science,CS & AI
60,Université Paris Cité,France,Earth Sciences,Earth Sciences,Earth & Environmental Sciences
60,Université Paris Cité,France,Mathematics,Mathematics,Mathematics
60,Université Paris Cité,France,Computational Neuroscience,Neuroscience,Computational Biology & Bioinformatics
60,Université Paris Cité,France,Physics,Physics,Physics & Astronomy
60,Université Paris Cité,France,Statistics,Statistics,Mathematics
61,King's College London,UK,Artificial Intelligence,Artificial Intelligence,CS & AI
61,King's College London,UK,Biochemistry,Biochemistry,Chemistry
61,King's College London,UK,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
61,King's College London,UK,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
61,King's College London,UK,Chemistry,Chemistry,Chemistry
61,King's College London,UK,Computer Science,Computer Science,CS & AI
61,King's College London,UK,Data Science,Data Science,CS & AI
61,King's College London,UK,Electronic Engineering,Electrical Engineering,Engineering – Electrical & Computer
61,King's College London,UK,Mathematics,Mathematics,Mathematics
61,King's College London,UK,Mechanical Engineering (via King's),Mechanical Engineering,Engineering – Mechanical & Aerospace
61,King's College London,UK,Neuroscience,Neuroscience,Computational Biology & Bioinformatics
61,King's College London,UK,Physics,Physics,Physics & Astronomy
62,University of Colorado Boulder,US,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
62,University of Colorado Boulder,US,Applied Mathematics,Applied Mathematics,Mathematics
62,University of Colorado Boulder,US,Astrophysics,Astrophysics,Physics & Astronomy
62,University of Colorado Boulder,US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
62,University of Colorado Boulder,US,Chemistry,Chemistry,Chemistry
62,University of Colorado Boulder,US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
62,University of Colorado Boulder,US,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
62,University of Colorado Boulder,US,Computer Science,Computer Science,CS & AI
62,University of Colorado Boulder,US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
62,University of Colorado Boulder,US,Mathematics,Mathematics,Mathematics
62,University of Colorado Boulder,US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
62,University of Colorado Boulder,US,Physics,Physics,Physics & Astronomy
62,University of Colorado Boulder,US,Statistics,Statistics,Mathematics
62,Vanderbilt University,US,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
62,Vanderbilt University,US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
62,Vanderbilt University,US,Chemistry,Chemistry,Chemistry
62,Vanderbilt University,US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
62,Vanderbilt University,US,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
62,Vanderbilt University,US,Computer Science,Computer Science,CS & AI
62,Vanderbilt University,US,Data Science,Data Science,CS & AI
62,Vanderbilt University,US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
62,Vanderbilt University,US,Mathematics,Mathematics,Mathematics
62,Vanderbilt University,US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
62,Vanderbilt University,US,Physics,Physics,Physics & Astronomy
64,University of Zurich,Switzerland,Astrophysics,Astrophysics,Physics & Astronomy
64,University of Zurich,Switzerland,Biochemistry,Biochemistry,Chemistry
64,University of Zurich,Switzerland,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
64,University of Zurich,Switzerland,Chemistry,Chemistry,Chemistry
64,University of Zurich,Switzerland,Computer Science,Computer Science,CS & AI
64,University of Zurich,Switzerland,Data Science,Data Science,CS & AI
64,University of Zurich,Switzerland,Mathematics,Mathematics,Mathematics
64,University of Zurich,Switzerland,Neuroinformatics,Neuroscience,Computational Biology & Bioinformatics
64,University of Zurich,Switzerland,Physics,Physics,Physics & Astronomy
64,University of Zurich,Switzerland,Statistics,Statistics,Mathematics
65,Sun Yat-sen University,China,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
65,Sun Yat-sen University,China,Chemistry,Chemistry,Chemistry
65,Sun Yat-sen University,China,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
65,Sun Yat-sen University,China,Computer Science,Computer Science,CS & AI
65,Sun Yat-sen University,China,Data Science,Data Science,CS & AI
65,Sun Yat-sen University,China,Environmental Science,Earth Sciences,Earth & Environmental Sciences
65,Sun Yat-sen University,China,Electronic Engineering,Electrical Engineering,Engineering – Electrical & Computer
65,Sun Yat-sen University,China,Mathematics,Mathematics,Mathematics
65,Sun Yat-sen University,China,Physics,Physics,Physics & Astronomy
65,Sun Yat-sen University,China,Statistics,Statistics,Mathematics
65,The University of Queensland,Australia,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
65,The University of Queensland,Australia,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
65,The University of Queensland,Australia,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
65,The University of Queensland,Australia,Chemistry,Chemistry,Chemistry
65,The University of Queensland,Australia,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
65,The University of Queensland,Australia,Computer Science,Computer Science,CS & AI
65,The University of Queensland,Australia,Data Science,Data Science,CS & AI
65,The University of Queensland,Australia,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
65,The University of Queensland,Australia,Mathematics,Mathematics,Mathematics
65,The University of Queensland,Australia,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
65,The University of Queensland,Australia,Physics,Physics,Physics & Astronomy
65,The University of Queensland,Australia,Statistics,Statistics,Mathematics
67,The University of Hong Kong,Hong Kong,Quantitative Finance,Applied Mathematics,Mathematics
67,The University of Hong Kong,Hong Kong,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
67,The University of Hong Kong,Hong Kong,Chemistry,Chemistry,Chemistry
67,The University of Hong Kong,Hong Kong,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
67,The University of Hong Kong,Hong Kong,Computer Science,Computer Science,CS & AI
67,The University of Hong Kong,Hong Kong,Data Science,Data Science,CS & AI
67,The University of Hong Kong,Hong Kong,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
67,The University of Hong Kong,Hong Kong,Industrial & Manufacturing Systems Engineering,Industrial Engineering,Engineering – Other
67,The University of Hong Kong,Hong Kong,Mathematics,Mathematics,Mathematics
67,The University of Hong Kong,Hong Kong,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
67,The University of Hong Kong,Hong Kong,Physics,Physics,Physics & Astronomy
67,The University of Hong Kong,Hong Kong,Statistics,Statistics,Mathematics
68,University of Bonn,Germany,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
68,University of Bonn,Germany,Chemistry,Chemistry,Chemistry
68,University of Bonn,Germany,Computer Science,Computer Science,CS & AI
68,University of Bonn,Germany,Geodesy,Earth Sciences,Earth & Environmental Sciences
68,University of Bonn,Germany,Mathematics,Mathematics,Mathematics
68,University of Bonn,Germany,Physics & Astronomy,Physics,Physics & Astronomy
68,University of Bonn,Germany,Statistics,Statistics,Mathematics
68,University of Southern California (USC),US,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
68,University of Southern California (USC),US,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
68,University of Southern California (USC),US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
68,University of Southern California (USC),US,Chemistry,Chemistry,Chemistry
68,University of Southern California (USC),US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
68,University of Southern California (USC),US,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
68,University of Southern California (USC),US,Computer Science,Computer Science,CS & AI
68,University of Southern California (USC),US,Data Science,Data Science,CS & AI
68,University of Southern California (USC),US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
68,University of Southern California (USC),US,Industrial & Systems Engineering,Industrial Engineering,Engineering – Other
68,University of Southern California (USC),US,Materials Science,Materials Science,Engineering – Chemical & Materials
68,University of Southern California (USC),US,Mathematics,Mathematics,Mathematics
68,University of Southern California (USC),US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
68,University of Southern California (USC),US,Neuroscience,Neuroscience,Computational Biology & Bioinformatics
68,University of Southern California (USC),US,Physics,Physics,Physics & Astronomy
68,University of Southern California (USC),US,Statistics,Statistics,Mathematics
70,"University of California, Santa Barbara",US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
70,"University of California, Santa Barbara",US,Chemistry,Chemistry,Chemistry
70,"University of California, Santa Barbara",US,Computational Science & Engineering,Computational Science,CS & AI
70,"University of California, Santa Barbara",US,Computer Science,Computer Science,CS & AI
70,"University of California, Santa Barbara",US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
70,"University of California, Santa Barbara",US,Materials Science,Materials Science,Engineering – Chemical & Materials
70,"University of California, Santa Barbara",US,Mathematics,Mathematics,Mathematics
70,"University of California, Santa Barbara",US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
70,"University of California, Santa Barbara",US,Dynamical Neuroscience,Neuroscience,Computational Biology & Bioinformatics
70,"University of California, Santa Barbara",US,Physics,Physics,Physics & Astronomy
70,"University of California, Santa Barbara",US,Statistics & Applied Probability,Statistics,Mathematics
71,Weizmann Institute of Science,Israel,Particle Physics & Astrophysics,Astrophysics,Physics & Astronomy
71,Weizmann Institute of Science,Israel,Biochemistry,Biochemistry,Chemistry
71,Weizmann Institute of Science,Israel,Chemistry,Chemistry,Chemistry
71,Weizmann Institute of Science,Israel,Computational & Systems Biology,Computational Biology,Computational Biology & Bioinformatics
71,Weizmann Institute of Science,Israel,Computer Science & Applied Mathematics,Computer Science,CS & AI
71,Weizmann Institute of Science,Israel,Earth & Planetary Sciences,Earth Sciences,Earth & Environmental Sciences
71,Weizmann Institute of Science,Israel,Mathematics,Mathematics,Mathematics
71,Weizmann Institute of Science,Israel,Neuroscience,Neuroscience,Computational Biology & Bioinformatics
71,Weizmann Institute of Science,Israel,Physics,Physics,Physics & Astronomy
72,University of Sydney,Australia,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
72,University of Sydney,Australia,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
72,University of Sydney,Australia,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
72,University of Sydney,Australia,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
72,University of Sydney,Australia,Chemistry,Chemistry,Chemistry
72,University of Sydney,Australia,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
72,University of Sydney,Australia,Computer Science,Computer Science,CS & AI
72,University of Sydney,Australia,Data Science,Data Science,CS & AI
72,University of Sydney,Australia,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
72,University of Sydney,Australia,Mathematics,Mathematics,Mathematics
72,University of Sydney,Australia,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
72,University of Sydney,Australia,Physics,Physics,Physics & Astronomy
72,University of Sydney,Australia,Statistics,Statistics,Mathematics
73,Huazhong University of Science and Technology (HUST),China,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
73,Huazhong University of Science and Technology (HUST),China,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
73,Huazhong University of Science and Technology (HUST),China,Computer Science & Technology,Computer Science,CS & AI
73,Huazhong University of Science and Technology (HUST),China,Data Science,Data Science,CS & AI
73,Huazhong University of Science and Technology (HUST),China,Environmental Science,Earth Sciences,Earth & Environmental Sciences
73,Huazhong University of Science and Technology (HUST),China,Electronic Engineering,Electrical Engineering,Engineering – Electrical & Computer
73,Huazhong University of Science and Technology (HUST),China,Materials Science,Materials Science,Engineering – Chemical & Materials
73,Huazhong University of Science and Technology (HUST),China,Mathematics,Mathematics,Mathematics
73,Huazhong University of Science and Technology (HUST),China,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
73,Huazhong University of Science and Technology (HUST),China,Physics,Physics,Physics & Astronomy
73,Huazhong University of Science and Technology (HUST),China,Automation,Systems Engineering,Engineering – Other
73,University of Groningen,Netherlands,Artificial Intelligence,Artificial Intelligence,CS & AI
73,University of Groningen,Netherlands,Astronomy,Astrophysics,Physics & Astronomy
73,University of Groningen,Netherlands,Chemistry,Chemistry,Chemistry
73,University of Groningen,Netherlands,Computer Science,Computer Science,CS & AI
73,University of Groningen,Netherlands,Mathematics,Mathematics,Mathematics
73,University of Groningen,Netherlands,Computational Cognitive Science,Neuroscience,Computational Biology & Bioinformatics
73,University of Groningen,Netherlands,Physics,Physics,Physics & Astronomy
73,University of Groningen,Netherlands,Statistics,Statistics,Mathematics
75,Nanjing University,China,Astronomy,Astrophysics,Physics & Astronomy
75,Nanjing University,China,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
75,Nanjing University,China,Chemistry,Chemistry,Chemistry
75,Nanjing University,China,Computer Science,Computer Science,CS & AI
75,Nanjing University,China,Environmental Science,Earth Sciences,Earth & Environmental Sciences
75,Nanjing University,China,Electronic Engineering,Electrical Engineering,Engineering – Electrical & Computer
75,Nanjing University,China,Mathematics,Mathematics,Mathematics
75,Nanjing University,China,Physics,Physics,Physics & Astronomy
76,KU Leuven,Belgium,Actuarial Science,Actuarial Science,Mathematics
76,KU Leuven,Belgium,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
76,KU Leuven,Belgium,Bioengineering,Biomedical Engineering,Engineering – Biomedical
76,KU Leuven,Belgium,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
76,KU Leuven,Belgium,Chemistry,Chemistry,Chemistry
76,KU Leuven,Belgium,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
76,KU Leuven,Belgium,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
76,KU Leuven,Belgium,Computer Science,Computer Science,CS & AI
76,KU Leuven,Belgium,Data Science,Data Science,CS & AI
76,KU Leuven,Belgium,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
76,KU Leuven,Belgium,Materials Science,Materials Science,Engineering – Chemical & Materials
76,KU Leuven,Belgium,Mathematics,Mathematics,Mathematics
76,KU Leuven,Belgium,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
76,KU Leuven,Belgium,Physics,Physics,Physics & Astronomy
76,KU Leuven,Belgium,Statistics & Data Science,Statistics,Mathematics
76,McGill University,Canada,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
76,McGill University,Canada,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
76,McGill University,Canada,Chemistry,Chemistry,Chemistry
76,McGill University,Canada,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
76,McGill University,Canada,Computational Biology,Computational Biology,Computational Biology & Bioinformatics
76,McGill University,Canada,Computer Science,Computer Science,CS & AI
76,McGill University,Canada,Data Science,Data Science,CS & AI
76,McGill University,Canada,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
76,McGill University,Canada,Mining & Materials Engineering,Materials Science,Engineering – Chemical & Materials
76,McGill University,Canada,Mathematics,Mathematics,Mathematics
76,McGill University,Canada,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
76,McGill University,Canada,Neuroscience,Neuroscience,Computational Biology & Bioinformatics
76,McGill University,Canada,Physics,Physics,Physics & Astronomy
76,McGill University,Canada,Statistics,Statistics,Mathematics
76,Monash University,Australia,Actuarial Science,Actuarial Science,Mathematics
76,Monash University,Australia,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
76,Monash University,Australia,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
76,Monash University,Australia,Chemistry,Chemistry,Chemistry
76,Monash University,Australia,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
76,Monash University,Australia,Computer Science,Computer Science,CS & AI
76,Monash University,Australia,Data Science,Data Science,CS & AI
76,Monash University,Australia,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
76,Monash University,Australia,Mathematics,Mathematics,Mathematics
76,Monash University,Australia,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
76,Monash University,Australia,Physics,Physics,Physics & Astronomy
76,Monash University,Australia,Statistics,Statistics,Mathematics
79,"University of California, Irvine",US,Aerospace Engineering,Aerospace Engineering,Engineering – Mechanical & Aerospace
79,"University of California, Irvine",US,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
79,"University of California, Irvine",US,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
79,"University of California, Irvine",US,Chemistry,Chemistry,Chemistry
79,"University of California, Irvine",US,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
79,"University of California, Irvine",US,Computational & Systems Biology,Computational Biology,Computational Biology & Bioinformatics
79,"University of California, Irvine",US,Computer Science,Computer Science,CS & AI
79,"University of California, Irvine",US,Data Science,Data Science,CS & AI
79,"University of California, Irvine",US,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
79,"University of California, Irvine",US,Mathematics,Mathematics,Mathematics
79,"University of California, Irvine",US,Mechanical Engineering,Mechanical Engineering,Engineering – Mechanical & Aerospace
79,"University of California, Irvine",US,Neuroscience,Neuroscience,Computational Biology & Bioinformatics
79,"University of California, Irvine",US,Physics & Astronomy,Physics,Physics & Astronomy
79,"University of California, Irvine",US,Statistics,Statistics,Mathematics
80,University of New South Wales (UNSW),Australia,Actuarial Studies,Actuarial Science,Mathematics
80,University of New South Wales (UNSW),Australia,Bioinformatics,Bioinformatics,Computational Biology & Bioinformatics
80,University of New South Wales (UNSW),Australia,Biomedical Engineering,Biomedical Engineering,Engineering – Biomedical
80,University of New South Wales (UNSW),Australia,Chemical Engineering,Chemical Engineering,Engineering – Chemical & Materials
80,University of New South Wales (UNSW),Australia,Chemistry,Chemistry,Chemistry
80,University of New South Wales (UNSW),Australia,Civil Engineering,Civil Engineering,Engineering – Civil & Environmental
80,University of New South Wales (UNSW),Australia,Computer Science,Computer Science,CS & AI
80,University of New South Wales (UNSW),Australia,Data Science,Data Science,CS & AI
80,University of New South Wales (UNSW),Australia,Electrical Engineering,Electrical Engineering,Engineering – Electrical & Computer
80,University of New South Wales (UNSW),Australia,Mining Engineering,Engineering (General),Engineering – Other
80,University of New South Wales (UNSW),Australia,Mathematics,Mathematics,Mathematics
